nest_id,date,day_of_year,time,adult,num_host_egg,num_host_hatch,num_bhco_egg,num_bhco_hatch,new_parasitism,predated,nest_damage,weather_impact,natural_parasitism,nest_deserted,nest_buried,desertion_burial_effect,predation_weather_effect,host_nest_outcome,bhco_nest_outcome,max_host_egg,addled_host_egg,num_addled_host_egg,max_host_hatch,num_host_egg_before_hatch,host_proportion_hatch,host_hatching_sucess,host_clutch_initiation_date,host_clutch_initiation_day_of_year,host_clutch_initiation_estimated,host_first_hatch_date,host_first_hatch_day_of_year,host_last_hatch_date,host_last_hatch_day_of_year,host_time_to_hatch,host_hatching_period,max_bhco_egg,max_bhco_hatch,num_bhco_egg_before_hatch,bhco_proportion_hatch,bhco_hatching_sucess,bhco_clutch_initiation_date,bhco_clutch_initiation_day_of_year,bhco_clutch_initiation_estimated,bhco_first_hatch_date,bhco_first_hatch_day_of_year,bhco_last_hatch_date,bhco_last_hatch_day_of_year,bhco_time_to_hatch,bhco_hatching_period,bhco_swab,host_swab,host_swab_first_egg,num_host_swabs,average_host_incubation_period,citation_average_host_incubation_period,average_bhco_incubation_period,citation_average_bhco_incubation_period,field_notes,data_cleaning_notes,master_number,host_species,lat_direction,latitude,long_direction,longitude,height,tree_species,site,target_species,num_host_egg_first_day,num_eggs_first_host_swab,num_eggs_second_host_swab,num_eggs_third_host_swab,host_swab_order
a86,2022-06-09,160,14:58:00,yes,0,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-10,161,12:32:00,no,0,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-11,162,10:31:00,no,1,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,first
a86,2022-06-12,163,15:14:00,no,2,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-12,163,15:14:00,no,2,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-12,163,15:14:00,no,2,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-12,163,15:14:00,no,2,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,12:29:00,no,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-13,164,13:18:00,yes,3,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-15,166,11:17:00,yes,5,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-16,167,13:35:00,no,5,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-17,168,10:32:00,no,5,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
a86,2022-06-18,169,12:16:00,no,5,0,0,0,no,no,no,no,no,no,no,no,yes,partial sucess,NA,5,no,0,4,5,0.8,0.8,2022-06-11,162,no,2022-06-24,175,2022-06-26,177,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,2,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, bhco clutch not initiated",313,YEWA,N,53.0479493743399,W,-101.938134033163,240,box elder,dwf,yes,0,1,5,NA,NA
