asv_name,sample,reads,nest_id,control_type
ASV_7789,water1_mul1806a1_26,0,NA,water
ASV_7789,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7789,water4_cou1805a2_28,0,NA,water
ASV_7812,x0035_mul1806a1_24,0,NA,cloacal
ASV_7812,x0041_mul1806a1_22,0,NA,cloacal
ASV_7812,x0045_mul1806a1_23,0,NA,cloacal
ASV_7812,x0064_mul1806a1_21,87,NA,cloacal
ASV_7812,a122_mul1806a1_10,0,a122,NA
ASV_7812,a43_mul1806a1_13,0,a43,NA
ASV_7812,a56_mul1806a1_11,0,a56,NA
ASV_7812,a83_mul1806a1_12,0,a83,NA
ASV_7812,a91_mul1806a1_8,0,a91,NA
ASV_7812,a98_mul1806a1_9,0,a98,NA
ASV_7812,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7812,e105_mul1806a1_14,3,e105,NA
ASV_7812,e110_mul1806a1_17,0,e110,NA
ASV_7812,e117_mul1806a1_16,0,e117,NA
ASV_7812,e17_mul1806a1_18,0,e17,NA
ASV_7812,e25_mul1806a1_15,4,e25,NA
ASV_7812,e53_mul1806a1_20,60,e53,NA
ASV_7812,e62_mul1806a1_19,0,e62,NA
ASV_7812,j16_mul1806a1_5,0,j16,NA
ASV_7812,j18_mul1806a1_2,0,j18,NA
ASV_7812,j21_mul1806a1_4,0,j21,NA
ASV_7812,j23_mul1806a1_3,0,j23,NA
ASV_7812,j27_mul1806a1_6,29,j27,NA
ASV_7812,j46_mul1806a1_7,0,j46,NA
ASV_7812,j64_mul1806a1_1,0,j64,NA
ASV_7812,water1_mul1806a1_26,0,NA,water
ASV_7812,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7812,water4_cou1805a2_28,0,NA,water
ASV_7828,x0035_mul1806a1_24,0,NA,cloacal
ASV_7828,x0041_mul1806a1_22,0,NA,cloacal
ASV_7828,x0045_mul1806a1_23,0,NA,cloacal
ASV_7828,x0064_mul1806a1_21,0,NA,cloacal
ASV_7828,a122_mul1806a1_10,12,a122,NA
ASV_7828,a43_mul1806a1_13,0,a43,NA
ASV_7828,a56_mul1806a1_11,0,a56,NA
ASV_7828,a83_mul1806a1_12,0,a83,NA
ASV_7828,a91_mul1806a1_8,0,a91,NA
ASV_7828,a98_mul1806a1_9,0,a98,NA
ASV_7828,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7828,e105_mul1806a1_14,0,e105,NA
ASV_7828,e110_mul1806a1_17,0,e110,NA
ASV_7828,e117_mul1806a1_16,27,e117,NA
ASV_7828,e17_mul1806a1_18,12,e17,NA
ASV_7828,e25_mul1806a1_15,0,e25,NA
ASV_7828,e53_mul1806a1_20,14,e53,NA
ASV_7828,e62_mul1806a1_19,0,e62,NA
ASV_7828,j16_mul1806a1_5,0,j16,NA
ASV_7828,j18_mul1806a1_2,0,j18,NA
ASV_7828,j21_mul1806a1_4,33,j21,NA
ASV_7828,j23_mul1806a1_3,0,j23,NA
ASV_7828,j27_mul1806a1_6,0,j27,NA
ASV_7828,j46_mul1806a1_7,89,j46,NA
ASV_7828,j64_mul1806a1_1,0,j64,NA
ASV_7828,water1_mul1806a1_26,0,NA,water
ASV_7828,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7828,water4_cou1805a2_28,0,NA,water
ASV_7851,x0035_mul1806a1_24,0,NA,cloacal
ASV_7851,x0041_mul1806a1_22,0,NA,cloacal
ASV_7851,x0045_mul1806a1_23,0,NA,cloacal
ASV_7851,x0064_mul1806a1_21,0,NA,cloacal
ASV_7851,a122_mul1806a1_10,0,a122,NA
ASV_7851,a43_mul1806a1_13,49,a43,NA
ASV_7851,a56_mul1806a1_11,0,a56,NA
ASV_7851,a83_mul1806a1_12,0,a83,NA
ASV_7851,a91_mul1806a1_8,1,a91,NA
ASV_7851,a98_mul1806a1_9,0,a98,NA
ASV_7851,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7851,e105_mul1806a1_14,0,e105,NA
ASV_7851,e110_mul1806a1_17,0,e110,NA
ASV_7851,e117_mul1806a1_16,0,e117,NA
ASV_7851,e17_mul1806a1_18,13,e17,NA
ASV_7851,e25_mul1806a1_15,0,e25,NA
ASV_7851,e53_mul1806a1_20,0,e53,NA
ASV_7851,e62_mul1806a1_19,0,e62,NA
ASV_7851,j16_mul1806a1_5,75,j16,NA
ASV_7851,j18_mul1806a1_2,1,j18,NA
ASV_7851,j21_mul1806a1_4,55,j21,NA
ASV_7851,j23_mul1806a1_3,0,j23,NA
ASV_7851,j27_mul1806a1_6,0,j27,NA
ASV_7851,j46_mul1806a1_7,0,j46,NA
ASV_7851,j64_mul1806a1_1,0,j64,NA
ASV_7851,water1_mul1806a1_26,0,NA,water
ASV_7851,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7851,water4_cou1805a2_28,0,NA,water
ASV_7865,x0035_mul1806a1_24,0,NA,cloacal
ASV_7865,x0041_mul1806a1_22,0,NA,cloacal
ASV_7865,x0045_mul1806a1_23,0,NA,cloacal
ASV_7865,x0064_mul1806a1_21,0,NA,cloacal
ASV_7865,a122_mul1806a1_10,0,a122,NA
ASV_7865,a43_mul1806a1_13,0,a43,NA
ASV_7865,a56_mul1806a1_11,0,a56,NA
ASV_7865,a83_mul1806a1_12,0,a83,NA
ASV_7865,a91_mul1806a1_8,0,a91,NA
ASV_7865,a98_mul1806a1_9,0,a98,NA
ASV_7865,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7865,e105_mul1806a1_14,18,e105,NA
ASV_7865,e110_mul1806a1_17,25,e110,NA
ASV_7865,e117_mul1806a1_16,0,e117,NA
ASV_7865,e17_mul1806a1_18,0,e17,NA
ASV_7865,e25_mul1806a1_15,0,e25,NA
ASV_7865,e53_mul1806a1_20,0,e53,NA
ASV_7865,e62_mul1806a1_19,0,e62,NA
ASV_7865,j16_mul1806a1_5,0,j16,NA
ASV_7865,j18_mul1806a1_2,0,j18,NA
ASV_7865,j21_mul1806a1_4,3,j21,NA
ASV_7865,j23_mul1806a1_3,0,j23,NA
ASV_7865,j27_mul1806a1_6,81,j27,NA
ASV_7865,j46_mul1806a1_7,14,j46,NA
ASV_7865,j64_mul1806a1_1,56,j64,NA
ASV_7865,water1_mul1806a1_26,0,NA,water
ASV_7865,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7865,water4_cou1805a2_28,0,NA,water
ASV_7879,x0035_mul1806a1_24,0,NA,cloacal
ASV_7879,x0041_mul1806a1_22,0,NA,cloacal
ASV_7879,x0045_mul1806a1_23,0,NA,cloacal
ASV_7879,x0064_mul1806a1_21,0,NA,cloacal
ASV_7879,a122_mul1806a1_10,0,a122,NA
ASV_7879,a43_mul1806a1_13,0,a43,NA
ASV_7879,a56_mul1806a1_11,43,a56,NA
ASV_7879,a83_mul1806a1_12,0,a83,NA
ASV_7879,a91_mul1806a1_8,0,a91,NA
ASV_7879,a98_mul1806a1_9,0,a98,NA
ASV_7879,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7879,e105_mul1806a1_14,45,e105,NA
ASV_7879,e110_mul1806a1_17,0,e110,NA
ASV_7879,e117_mul1806a1_16,0,e117,NA
ASV_7879,e17_mul1806a1_18,0,e17,NA
ASV_7879,e25_mul1806a1_15,26,e25,NA
ASV_7879,e53_mul1806a1_20,0,e53,NA
ASV_7879,e62_mul1806a1_19,0,e62,NA
ASV_7879,j16_mul1806a1_5,53,j16,NA
ASV_7879,j18_mul1806a1_2,0,j18,NA
ASV_7879,j21_mul1806a1_4,20,j21,NA
ASV_7879,j23_mul1806a1_3,0,j23,NA
ASV_7879,j27_mul1806a1_6,13,j27,NA
ASV_7879,j46_mul1806a1_7,0,j46,NA
ASV_7879,j64_mul1806a1_1,0,j64,NA
ASV_7879,water1_mul1806a1_26,0,NA,water
ASV_7879,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7879,water4_cou1805a2_28,0,NA,water
ASV_7907,x0035_mul1806a1_24,0,NA,cloacal
ASV_7907,x0041_mul1806a1_22,0,NA,cloacal
ASV_7907,x0045_mul1806a1_23,0,NA,cloacal
ASV_7907,x0064_mul1806a1_21,0,NA,cloacal
ASV_7907,a122_mul1806a1_10,0,a122,NA
ASV_7907,a43_mul1806a1_13,16,a43,NA
ASV_7907,a56_mul1806a1_11,0,a56,NA
ASV_7907,a83_mul1806a1_12,28,a83,NA
ASV_7907,a91_mul1806a1_8,0,a91,NA
ASV_7907,a98_mul1806a1_9,0,a98,NA
ASV_7907,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7907,e105_mul1806a1_14,0,e105,NA
ASV_7907,e110_mul1806a1_17,0,e110,NA
ASV_7907,e117_mul1806a1_16,0,e117,NA
ASV_7907,e17_mul1806a1_18,33,e17,NA
ASV_7907,e25_mul1806a1_15,0,e25,NA
ASV_7907,e53_mul1806a1_20,0,e53,NA
ASV_7907,e62_mul1806a1_19,130,e62,NA
ASV_7907,j16_mul1806a1_5,0,j16,NA
ASV_7907,j18_mul1806a1_2,0,j18,NA
ASV_7907,j21_mul1806a1_4,0,j21,NA
ASV_7907,j23_mul1806a1_3,0,j23,NA
ASV_7907,j27_mul1806a1_6,0,j27,NA
ASV_7907,j46_mul1806a1_7,0,j46,NA
ASV_7907,j64_mul1806a1_1,0,j64,NA
ASV_7907,water1_mul1806a1_26,0,NA,water
ASV_7907,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7907,water4_cou1805a2_28,0,NA,water
ASV_7928,x0035_mul1806a1_24,0,NA,cloacal
ASV_7928,x0041_mul1806a1_22,0,NA,cloacal
ASV_7928,x0045_mul1806a1_23,0,NA,cloacal
ASV_7928,x0064_mul1806a1_21,91,NA,cloacal
ASV_7928,a122_mul1806a1_10,13,a122,NA
ASV_7928,a43_mul1806a1_13,0,a43,NA
ASV_7928,a56_mul1806a1_11,0,a56,NA
ASV_7928,a83_mul1806a1_12,38,a83,NA
ASV_7928,a91_mul1806a1_8,0,a91,NA
ASV_7928,a98_mul1806a1_9,0,a98,NA
ASV_7928,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7928,e105_mul1806a1_14,0,e105,NA
ASV_7928,e110_mul1806a1_17,0,e110,NA
ASV_7928,e117_mul1806a1_16,71,e117,NA
ASV_7928,e17_mul1806a1_18,0,e17,NA
ASV_7928,e25_mul1806a1_15,0,e25,NA
ASV_7928,e53_mul1806a1_20,0,e53,NA
ASV_7928,e62_mul1806a1_19,0,e62,NA
ASV_7928,j16_mul1806a1_5,0,j16,NA
ASV_7928,j18_mul1806a1_2,0,j18,NA
ASV_7928,j21_mul1806a1_4,0,j21,NA
ASV_7928,j23_mul1806a1_3,0,j23,NA
ASV_7928,j27_mul1806a1_6,0,j27,NA
ASV_7928,j46_mul1806a1_7,0,j46,NA
ASV_7928,j64_mul1806a1_1,0,j64,NA
ASV_7928,water1_mul1806a1_26,0,NA,water
ASV_7928,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7928,water4_cou1805a2_28,0,NA,water
ASV_7933,x0035_mul1806a1_24,0,NA,cloacal
ASV_7933,x0041_mul1806a1_22,0,NA,cloacal
ASV_7933,x0045_mul1806a1_23,0,NA,cloacal
ASV_7933,x0064_mul1806a1_21,0,NA,cloacal
ASV_7933,a122_mul1806a1_10,24,a122,NA
ASV_7933,a43_mul1806a1_13,0,a43,NA
ASV_7933,a56_mul1806a1_11,0,a56,NA
ASV_7933,a83_mul1806a1_12,0,a83,NA
ASV_7933,a91_mul1806a1_8,0,a91,NA
ASV_7933,a98_mul1806a1_9,0,a98,NA
ASV_7933,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7933,e105_mul1806a1_14,0,e105,NA
ASV_7933,e110_mul1806a1_17,0,e110,NA
ASV_7933,e117_mul1806a1_16,0,e117,NA
ASV_7933,e17_mul1806a1_18,0,e17,NA
ASV_7933,e25_mul1806a1_15,0,e25,NA
ASV_7933,e53_mul1806a1_20,0,e53,NA
ASV_7933,e62_mul1806a1_19,18,e62,NA
ASV_7933,j16_mul1806a1_5,72,j16,NA
ASV_7933,j18_mul1806a1_2,0,j18,NA
ASV_7933,j21_mul1806a1_4,0,j21,NA
ASV_7933,j23_mul1806a1_3,0,j23,NA
ASV_7933,j27_mul1806a1_6,0,j27,NA
ASV_7933,j46_mul1806a1_7,100,j46,NA
ASV_7933,j64_mul1806a1_1,0,j64,NA
ASV_7933,water1_mul1806a1_26,0,NA,water
ASV_7933,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7933,water4_cou1805a2_28,0,NA,water
ASV_7951,x0035_mul1806a1_24,0,NA,cloacal
ASV_7951,x0041_mul1806a1_22,0,NA,cloacal
ASV_7951,x0045_mul1806a1_23,65,NA,cloacal
ASV_7951,x0064_mul1806a1_21,0,NA,cloacal
ASV_7951,a122_mul1806a1_10,19,a122,NA
ASV_7951,a43_mul1806a1_13,23,a43,NA
ASV_7951,a56_mul1806a1_11,46,a56,NA
ASV_7951,a83_mul1806a1_12,0,a83,NA
ASV_7951,a91_mul1806a1_8,0,a91,NA
ASV_7951,a98_mul1806a1_9,0,a98,NA
ASV_7951,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7951,e105_mul1806a1_14,0,e105,NA
ASV_7951,e110_mul1806a1_17,0,e110,NA
ASV_7951,e117_mul1806a1_16,0,e117,NA
ASV_7951,e17_mul1806a1_18,0,e17,NA
ASV_7951,e25_mul1806a1_15,0,e25,NA
ASV_7951,e53_mul1806a1_20,67,e53,NA
ASV_7951,e62_mul1806a1_19,0,e62,NA
ASV_7951,j16_mul1806a1_5,0,j16,NA
ASV_7951,j18_mul1806a1_2,0,j18,NA
ASV_7951,j21_mul1806a1_4,0,j21,NA
ASV_7951,j23_mul1806a1_3,0,j23,NA
ASV_7951,j27_mul1806a1_6,0,j27,NA
ASV_7951,j46_mul1806a1_7,0,j46,NA
ASV_7951,j64_mul1806a1_1,0,j64,NA
ASV_7951,water1_mul1806a1_26,0,NA,water
ASV_7951,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7951,water4_cou1805a2_28,0,NA,water
ASV_7956,x0035_mul1806a1_24,0,NA,cloacal
ASV_7956,x0041_mul1806a1_22,0,NA,cloacal
ASV_7956,x0045_mul1806a1_23,0,NA,cloacal
ASV_7956,x0064_mul1806a1_21,0,NA,cloacal
ASV_7956,a122_mul1806a1_10,18,a122,NA
ASV_7956,a43_mul1806a1_13,51,a43,NA
ASV_7956,a56_mul1806a1_11,95,a56,NA
ASV_7956,a83_mul1806a1_12,0,a83,NA
ASV_7956,a91_mul1806a1_8,0,a91,NA
ASV_7956,a98_mul1806a1_9,2,a98,NA
ASV_7956,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7956,e105_mul1806a1_14,0,e105,NA
ASV_7956,e110_mul1806a1_17,0,e110,NA
ASV_7956,e117_mul1806a1_16,0,e117,NA
ASV_7956,e17_mul1806a1_18,0,e17,NA
ASV_7956,e25_mul1806a1_15,0,e25,NA
ASV_7956,e53_mul1806a1_20,0,e53,NA
ASV_7956,e62_mul1806a1_19,0,e62,NA
ASV_7956,j16_mul1806a1_5,0,j16,NA
ASV_7956,j18_mul1806a1_2,0,j18,NA
ASV_7956,j21_mul1806a1_4,0,j21,NA
ASV_7956,j23_mul1806a1_3,0,j23,NA
ASV_7956,j27_mul1806a1_6,0,j27,NA
ASV_7956,j46_mul1806a1_7,55,j46,NA
ASV_7956,j64_mul1806a1_1,0,j64,NA
ASV_7956,water1_mul1806a1_26,0,NA,water
ASV_7956,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7956,water4_cou1805a2_28,0,NA,water
ASV_7958,x0035_mul1806a1_24,0,NA,cloacal
ASV_7958,x0041_mul1806a1_22,0,NA,cloacal
ASV_7958,x0045_mul1806a1_23,0,NA,cloacal
ASV_7958,x0064_mul1806a1_21,0,NA,cloacal
ASV_7958,a122_mul1806a1_10,0,a122,NA
ASV_7958,a43_mul1806a1_13,0,a43,NA
ASV_7958,a56_mul1806a1_11,0,a56,NA
ASV_7958,a83_mul1806a1_12,0,a83,NA
ASV_7958,a91_mul1806a1_8,0,a91,NA
ASV_7958,a98_mul1806a1_9,0,a98,NA
ASV_7958,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7958,e105_mul1806a1_14,112,e105,NA
ASV_7958,e110_mul1806a1_17,26,e110,NA
ASV_7958,e117_mul1806a1_16,22,e117,NA
ASV_7958,e17_mul1806a1_18,0,e17,NA
ASV_7958,e25_mul1806a1_15,0,e25,NA
ASV_7958,e53_mul1806a1_20,0,e53,NA
ASV_7958,e62_mul1806a1_19,0,e62,NA
ASV_7958,j16_mul1806a1_5,0,j16,NA
ASV_7958,j18_mul1806a1_2,0,j18,NA
ASV_7958,j21_mul1806a1_4,0,j21,NA
ASV_7958,j23_mul1806a1_3,0,j23,NA
ASV_7958,j27_mul1806a1_6,63,j27,NA
ASV_7958,j46_mul1806a1_7,0,j46,NA
ASV_7958,j64_mul1806a1_1,0,j64,NA
ASV_7958,water1_mul1806a1_26,0,NA,water
ASV_7958,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7958,water4_cou1805a2_28,0,NA,water
ASV_7964,x0035_mul1806a1_24,43,NA,cloacal
ASV_7964,x0041_mul1806a1_22,0,NA,cloacal
ASV_7964,x0045_mul1806a1_23,0,NA,cloacal
ASV_7964,x0064_mul1806a1_21,68,NA,cloacal
ASV_7964,a122_mul1806a1_10,0,a122,NA
ASV_7964,a43_mul1806a1_13,0,a43,NA
ASV_7964,a56_mul1806a1_11,0,a56,NA
ASV_7964,a83_mul1806a1_12,0,a83,NA
ASV_7964,a91_mul1806a1_8,0,a91,NA
ASV_7964,a98_mul1806a1_9,0,a98,NA
ASV_7964,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7964,e105_mul1806a1_14,0,e105,NA
ASV_7964,e110_mul1806a1_17,6,e110,NA
ASV_7964,e117_mul1806a1_16,0,e117,NA
ASV_7964,e17_mul1806a1_18,0,e17,NA
ASV_7964,e25_mul1806a1_15,0,e25,NA
ASV_7964,e53_mul1806a1_20,0,e53,NA
ASV_7964,e62_mul1806a1_19,0,e62,NA
ASV_7964,j16_mul1806a1_5,88,j16,NA
ASV_7964,j18_mul1806a1_2,0,j18,NA
ASV_7964,j21_mul1806a1_4,0,j21,NA
ASV_7964,j23_mul1806a1_3,0,j23,NA
ASV_7964,j27_mul1806a1_6,0,j27,NA
ASV_7964,j46_mul1806a1_7,0,j46,NA
ASV_7964,j64_mul1806a1_1,0,j64,NA
ASV_7964,water1_mul1806a1_26,0,NA,water
ASV_7964,dogsample4_cou1805a2_27,20,NA,dogsample
ASV_7964,water4_cou1805a2_28,0,NA,water
ASV_7971,x0035_mul1806a1_24,0,NA,cloacal
ASV_7971,x0041_mul1806a1_22,0,NA,cloacal
ASV_7971,x0045_mul1806a1_23,0,NA,cloacal
ASV_7971,x0064_mul1806a1_21,0,NA,cloacal
ASV_7971,a122_mul1806a1_10,0,a122,NA
ASV_7971,a43_mul1806a1_13,0,a43,NA
ASV_7971,a56_mul1806a1_11,0,a56,NA
ASV_7971,a83_mul1806a1_12,0,a83,NA
ASV_7971,a91_mul1806a1_8,0,a91,NA
ASV_7971,a98_mul1806a1_9,0,a98,NA
ASV_7971,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7971,e105_mul1806a1_14,31,e105,NA
ASV_7971,e110_mul1806a1_17,0,e110,NA
ASV_7971,e117_mul1806a1_16,0,e117,NA
ASV_7971,e17_mul1806a1_18,0,e17,NA
ASV_7971,e25_mul1806a1_15,0,e25,NA
ASV_7971,e53_mul1806a1_20,93,e53,NA
ASV_7971,e62_mul1806a1_19,51,e62,NA
ASV_7971,j16_mul1806a1_5,0,j16,NA
ASV_7971,j18_mul1806a1_2,0,j18,NA
ASV_7971,j21_mul1806a1_4,0,j21,NA
ASV_7971,j23_mul1806a1_3,0,j23,NA
ASV_7971,j27_mul1806a1_6,0,j27,NA
ASV_7971,j46_mul1806a1_7,52,j46,NA
ASV_7971,j64_mul1806a1_1,0,j64,NA
ASV_7971,water1_mul1806a1_26,0,NA,water
ASV_7971,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7971,water4_cou1805a2_28,0,NA,water
ASV_7973,x0035_mul1806a1_24,0,NA,cloacal
ASV_7973,x0041_mul1806a1_22,0,NA,cloacal
ASV_7973,x0045_mul1806a1_23,0,NA,cloacal
ASV_7973,x0064_mul1806a1_21,0,NA,cloacal
ASV_7973,a122_mul1806a1_10,0,a122,NA
ASV_7973,a43_mul1806a1_13,0,a43,NA
ASV_7973,a56_mul1806a1_11,25,a56,NA
ASV_7973,a83_mul1806a1_12,22,a83,NA
ASV_7973,a91_mul1806a1_8,0,a91,NA
ASV_7973,a98_mul1806a1_9,0,a98,NA
ASV_7973,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7973,e105_mul1806a1_14,0,e105,NA
ASV_7973,e110_mul1806a1_17,0,e110,NA
ASV_7973,e117_mul1806a1_16,0,e117,NA
ASV_7973,e17_mul1806a1_18,0,e17,NA
ASV_7973,e25_mul1806a1_15,0,e25,NA
ASV_7973,e53_mul1806a1_20,0,e53,NA
ASV_7973,e62_mul1806a1_19,0,e62,NA
ASV_7973,j16_mul1806a1_5,96,j16,NA
ASV_7973,j18_mul1806a1_2,0,j18,NA
ASV_7973,j21_mul1806a1_4,17,j21,NA
ASV_7973,j23_mul1806a1_3,0,j23,NA
ASV_7973,j27_mul1806a1_6,0,j27,NA
ASV_7973,j46_mul1806a1_7,0,j46,NA
ASV_7973,j64_mul1806a1_1,67,j64,NA
ASV_7973,water1_mul1806a1_26,0,NA,water
ASV_7973,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7973,water4_cou1805a2_28,0,NA,water
ASV_7980,x0035_mul1806a1_24,0,NA,cloacal
ASV_7980,x0041_mul1806a1_22,0,NA,cloacal
ASV_7980,x0045_mul1806a1_23,0,NA,cloacal
ASV_7980,x0064_mul1806a1_21,0,NA,cloacal
ASV_7980,a122_mul1806a1_10,0,a122,NA
ASV_7980,a43_mul1806a1_13,0,a43,NA
ASV_7980,a56_mul1806a1_11,0,a56,NA
ASV_7980,a83_mul1806a1_12,0,a83,NA
ASV_7980,a91_mul1806a1_8,0,a91,NA
ASV_7980,a98_mul1806a1_9,0,a98,NA
ASV_7980,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7980,e105_mul1806a1_14,14,e105,NA
ASV_7980,e110_mul1806a1_17,11,e110,NA
ASV_7980,e117_mul1806a1_16,0,e117,NA
ASV_7980,e17_mul1806a1_18,7,e17,NA
ASV_7980,e25_mul1806a1_15,0,e25,NA
ASV_7980,e53_mul1806a1_20,0,e53,NA
ASV_7980,e62_mul1806a1_19,0,e62,NA
ASV_7980,j16_mul1806a1_5,13,j16,NA
ASV_7980,j18_mul1806a1_2,0,j18,NA
ASV_7980,j21_mul1806a1_4,90,j21,NA
ASV_7980,j23_mul1806a1_3,0,j23,NA
ASV_7980,j27_mul1806a1_6,0,j27,NA
ASV_7980,j46_mul1806a1_7,94,j46,NA
ASV_7980,j64_mul1806a1_1,0,j64,NA
ASV_7980,water1_mul1806a1_26,0,NA,water
ASV_7980,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7980,water4_cou1805a2_28,0,NA,water
ASV_7991,x0035_mul1806a1_24,0,NA,cloacal
ASV_7991,x0041_mul1806a1_22,0,NA,cloacal
ASV_7991,x0045_mul1806a1_23,0,NA,cloacal
ASV_7991,x0064_mul1806a1_21,64,NA,cloacal
ASV_7991,a122_mul1806a1_10,0,a122,NA
ASV_7991,a43_mul1806a1_13,0,a43,NA
ASV_7991,a56_mul1806a1_11,66,a56,NA
ASV_7991,a83_mul1806a1_12,0,a83,NA
ASV_7991,a91_mul1806a1_8,0,a91,NA
ASV_7991,a98_mul1806a1_9,0,a98,NA
ASV_7991,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_7991,e105_mul1806a1_14,87,e105,NA
ASV_7991,e110_mul1806a1_17,15,e110,NA
ASV_7991,e117_mul1806a1_16,0,e117,NA
ASV_7991,e17_mul1806a1_18,0,e17,NA
ASV_7991,e25_mul1806a1_15,0,e25,NA
ASV_7991,e53_mul1806a1_20,0,e53,NA
ASV_7991,e62_mul1806a1_19,0,e62,NA
ASV_7991,j16_mul1806a1_5,0,j16,NA
ASV_7991,j18_mul1806a1_2,0,j18,NA
ASV_7991,j21_mul1806a1_4,0,j21,NA
ASV_7991,j23_mul1806a1_3,0,j23,NA
ASV_7991,j27_mul1806a1_6,0,j27,NA
ASV_7991,j46_mul1806a1_7,0,j46,NA
ASV_7991,j64_mul1806a1_1,0,j64,NA
ASV_7991,water1_mul1806a1_26,0,NA,water
ASV_7991,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_7991,water4_cou1805a2_28,0,NA,water
ASV_8026,x0035_mul1806a1_24,0,NA,cloacal
ASV_8026,x0041_mul1806a1_22,0,NA,cloacal
ASV_8026,x0045_mul1806a1_23,0,NA,cloacal
ASV_8026,x0064_mul1806a1_21,0,NA,cloacal
ASV_8026,a122_mul1806a1_10,0,a122,NA
ASV_8026,a43_mul1806a1_13,0,a43,NA
ASV_8026,a56_mul1806a1_11,0,a56,NA
ASV_8026,a83_mul1806a1_12,38,a83,NA
ASV_8026,a91_mul1806a1_8,0,a91,NA
ASV_8026,a98_mul1806a1_9,0,a98,NA
ASV_8026,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8026,e105_mul1806a1_14,0,e105,NA
ASV_8026,e110_mul1806a1_17,0,e110,NA
ASV_8026,e117_mul1806a1_16,0,e117,NA
ASV_8026,e17_mul1806a1_18,17,e17,NA
ASV_8026,e25_mul1806a1_15,0,e25,NA
ASV_8026,e53_mul1806a1_20,0,e53,NA
ASV_8026,e62_mul1806a1_19,0,e62,NA
ASV_8026,j16_mul1806a1_5,0,j16,NA
ASV_8026,j18_mul1806a1_2,0,j18,NA
ASV_8026,j21_mul1806a1_4,0,j21,NA
ASV_8026,j23_mul1806a1_3,164,j23,NA
ASV_8026,j27_mul1806a1_6,29,j27,NA
ASV_8026,j46_mul1806a1_7,0,j46,NA
ASV_8026,j64_mul1806a1_1,0,j64,NA
ASV_8026,water1_mul1806a1_26,0,NA,water
ASV_8026,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8026,water4_cou1805a2_28,0,NA,water
ASV_8035,x0035_mul1806a1_24,0,NA,cloacal
ASV_8035,x0041_mul1806a1_22,0,NA,cloacal
ASV_8035,x0045_mul1806a1_23,0,NA,cloacal
ASV_8035,x0064_mul1806a1_21,0,NA,cloacal
ASV_8035,a122_mul1806a1_10,0,a122,NA
ASV_8035,a43_mul1806a1_13,35,a43,NA
ASV_8035,a56_mul1806a1_11,0,a56,NA
ASV_8035,a83_mul1806a1_12,0,a83,NA
ASV_8035,a91_mul1806a1_8,0,a91,NA
ASV_8035,a98_mul1806a1_9,0,a98,NA
ASV_8035,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8035,e105_mul1806a1_14,130,e105,NA
ASV_8035,e110_mul1806a1_17,30,e110,NA
ASV_8035,e117_mul1806a1_16,0,e117,NA
ASV_8035,e17_mul1806a1_18,0,e17,NA
ASV_8035,e25_mul1806a1_15,0,e25,NA
ASV_8035,e53_mul1806a1_20,0,e53,NA
ASV_8035,e62_mul1806a1_19,0,e62,NA
ASV_8035,j16_mul1806a1_5,0,j16,NA
ASV_8035,j18_mul1806a1_2,0,j18,NA
ASV_8035,j21_mul1806a1_4,3,j21,NA
ASV_8035,j23_mul1806a1_3,0,j23,NA
ASV_8035,j27_mul1806a1_6,52,j27,NA
ASV_8035,j46_mul1806a1_7,0,j46,NA
ASV_8035,j64_mul1806a1_1,0,j64,NA
