asv_name,sample,reads,nest_id,control_type
ASV_8035,water1_mul1806a1_26,0,NA,water
ASV_8035,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8035,water4_cou1805a2_28,0,NA,water
ASV_8037,x0035_mul1806a1_24,0,NA,cloacal
ASV_8037,x0041_mul1806a1_22,0,NA,cloacal
ASV_8037,x0045_mul1806a1_23,0,NA,cloacal
ASV_8037,x0064_mul1806a1_21,0,NA,cloacal
ASV_8037,a122_mul1806a1_10,36,a122,NA
ASV_8037,a43_mul1806a1_13,0,a43,NA
ASV_8037,a56_mul1806a1_11,0,a56,NA
ASV_8037,a83_mul1806a1_12,46,a83,NA
ASV_8037,a91_mul1806a1_8,0,a91,NA
ASV_8037,a98_mul1806a1_9,0,a98,NA
ASV_8037,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8037,e105_mul1806a1_14,11,e105,NA
ASV_8037,e110_mul1806a1_17,0,e110,NA
ASV_8037,e117_mul1806a1_16,0,e117,NA
ASV_8037,e17_mul1806a1_18,0,e17,NA
ASV_8037,e25_mul1806a1_15,0,e25,NA
ASV_8037,e53_mul1806a1_20,0,e53,NA
ASV_8037,e62_mul1806a1_19,0,e62,NA
ASV_8037,j16_mul1806a1_5,0,j16,NA
ASV_8037,j18_mul1806a1_2,0,j18,NA
ASV_8037,j21_mul1806a1_4,50,j21,NA
ASV_8037,j23_mul1806a1_3,0,j23,NA
ASV_8037,j27_mul1806a1_6,0,j27,NA
ASV_8037,j46_mul1806a1_7,89,j46,NA
ASV_8037,j64_mul1806a1_1,19,j64,NA
ASV_8037,water1_mul1806a1_26,0,NA,water
ASV_8037,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8037,water4_cou1805a2_28,0,NA,water
ASV_8039,x0035_mul1806a1_24,0,NA,cloacal
ASV_8039,x0041_mul1806a1_22,0,NA,cloacal
ASV_8039,x0045_mul1806a1_23,0,NA,cloacal
ASV_8039,x0064_mul1806a1_21,0,NA,cloacal
ASV_8039,a122_mul1806a1_10,0,a122,NA
ASV_8039,a43_mul1806a1_13,0,a43,NA
ASV_8039,a56_mul1806a1_11,0,a56,NA
ASV_8039,a83_mul1806a1_12,0,a83,NA
ASV_8039,a91_mul1806a1_8,0,a91,NA
ASV_8039,a98_mul1806a1_9,0,a98,NA
ASV_8039,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8039,e105_mul1806a1_14,0,e105,NA
ASV_8039,e110_mul1806a1_17,0,e110,NA
ASV_8039,e117_mul1806a1_16,0,e117,NA
ASV_8039,e17_mul1806a1_18,0,e17,NA
ASV_8039,e25_mul1806a1_15,0,e25,NA
ASV_8039,e53_mul1806a1_20,0,e53,NA
ASV_8039,e62_mul1806a1_19,0,e62,NA
ASV_8039,j16_mul1806a1_5,85,j16,NA
ASV_8039,j18_mul1806a1_2,92,j18,NA
ASV_8039,j21_mul1806a1_4,30,j21,NA
ASV_8039,j23_mul1806a1_3,0,j23,NA
ASV_8039,j27_mul1806a1_6,0,j27,NA
ASV_8039,j46_mul1806a1_7,45,j46,NA
ASV_8039,j64_mul1806a1_1,0,j64,NA
ASV_8039,water1_mul1806a1_26,0,NA,water
ASV_8039,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8039,water4_cou1805a2_28,0,NA,water
ASV_8041,x0035_mul1806a1_24,0,NA,cloacal
ASV_8041,x0041_mul1806a1_22,0,NA,cloacal
ASV_8041,x0045_mul1806a1_23,0,NA,cloacal
ASV_8041,x0064_mul1806a1_21,0,NA,cloacal
ASV_8041,a122_mul1806a1_10,0,a122,NA
ASV_8041,a43_mul1806a1_13,0,a43,NA
ASV_8041,a56_mul1806a1_11,71,a56,NA
ASV_8041,a83_mul1806a1_12,18,a83,NA
ASV_8041,a91_mul1806a1_8,0,a91,NA
ASV_8041,a98_mul1806a1_9,0,a98,NA
ASV_8041,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8041,e105_mul1806a1_14,61,e105,NA
ASV_8041,e110_mul1806a1_17,0,e110,NA
ASV_8041,e117_mul1806a1_16,28,e117,NA
ASV_8041,e17_mul1806a1_18,0,e17,NA
ASV_8041,e25_mul1806a1_15,12,e25,NA
ASV_8041,e53_mul1806a1_20,0,e53,NA
ASV_8041,e62_mul1806a1_19,0,e62,NA
ASV_8041,j16_mul1806a1_5,36,j16,NA
ASV_8041,j18_mul1806a1_2,0,j18,NA
ASV_8041,j21_mul1806a1_4,26,j21,NA
ASV_8041,j23_mul1806a1_3,0,j23,NA
ASV_8041,j27_mul1806a1_6,0,j27,NA
ASV_8041,j46_mul1806a1_7,0,j46,NA
ASV_8041,j64_mul1806a1_1,0,j64,NA
ASV_8041,water1_mul1806a1_26,0,NA,water
ASV_8041,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8041,water4_cou1805a2_28,0,NA,water
ASV_8074,x0035_mul1806a1_24,8,NA,cloacal
ASV_8074,x0041_mul1806a1_22,0,NA,cloacal
ASV_8074,x0045_mul1806a1_23,0,NA,cloacal
ASV_8074,x0064_mul1806a1_21,91,NA,cloacal
ASV_8074,a122_mul1806a1_10,0,a122,NA
ASV_8074,a43_mul1806a1_13,19,a43,NA
ASV_8074,a56_mul1806a1_11,0,a56,NA
ASV_8074,a83_mul1806a1_12,0,a83,NA
ASV_8074,a91_mul1806a1_8,0,a91,NA
ASV_8074,a98_mul1806a1_9,0,a98,NA
ASV_8074,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8074,e105_mul1806a1_14,0,e105,NA
ASV_8074,e110_mul1806a1_17,31,e110,NA
ASV_8074,e117_mul1806a1_16,0,e117,NA
ASV_8074,e17_mul1806a1_18,0,e17,NA
ASV_8074,e25_mul1806a1_15,0,e25,NA
ASV_8074,e53_mul1806a1_20,0,e53,NA
ASV_8074,e62_mul1806a1_19,15,e62,NA
ASV_8074,j16_mul1806a1_5,0,j16,NA
ASV_8074,j18_mul1806a1_2,0,j18,NA
ASV_8074,j21_mul1806a1_4,0,j21,NA
ASV_8074,j23_mul1806a1_3,107,j23,NA
ASV_8074,j27_mul1806a1_6,0,j27,NA
ASV_8074,j46_mul1806a1_7,0,j46,NA
ASV_8074,j64_mul1806a1_1,0,j64,NA
ASV_8074,water1_mul1806a1_26,0,NA,water
ASV_8074,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8074,water4_cou1805a2_28,0,NA,water
ASV_8114,x0035_mul1806a1_24,0,NA,cloacal
ASV_8114,x0041_mul1806a1_22,0,NA,cloacal
ASV_8114,x0045_mul1806a1_23,0,NA,cloacal
ASV_8114,x0064_mul1806a1_21,0,NA,cloacal
ASV_8114,a122_mul1806a1_10,0,a122,NA
ASV_8114,a43_mul1806a1_13,0,a43,NA
ASV_8114,a56_mul1806a1_11,0,a56,NA
ASV_8114,a83_mul1806a1_12,0,a83,NA
ASV_8114,a91_mul1806a1_8,0,a91,NA
ASV_8114,a98_mul1806a1_9,0,a98,NA
ASV_8114,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8114,e105_mul1806a1_14,39,e105,NA
ASV_8114,e110_mul1806a1_17,0,e110,NA
ASV_8114,e117_mul1806a1_16,21,e117,NA
ASV_8114,e17_mul1806a1_18,0,e17,NA
ASV_8114,e25_mul1806a1_15,0,e25,NA
ASV_8114,e53_mul1806a1_20,0,e53,NA
ASV_8114,e62_mul1806a1_19,62,e62,NA
ASV_8114,j16_mul1806a1_5,0,j16,NA
ASV_8114,j18_mul1806a1_2,75,j18,NA
ASV_8114,j21_mul1806a1_4,44,j21,NA
ASV_8114,j23_mul1806a1_3,0,j23,NA
ASV_8114,j27_mul1806a1_6,0,j27,NA
ASV_8114,j46_mul1806a1_7,0,j46,NA
ASV_8114,j64_mul1806a1_1,54,j64,NA
ASV_8114,water1_mul1806a1_26,0,NA,water
ASV_8114,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8114,water4_cou1805a2_28,0,NA,water
ASV_8119,x0035_mul1806a1_24,19,NA,cloacal
ASV_8119,x0041_mul1806a1_22,0,NA,cloacal
ASV_8119,x0045_mul1806a1_23,0,NA,cloacal
ASV_8119,x0064_mul1806a1_21,0,NA,cloacal
ASV_8119,a122_mul1806a1_10,0,a122,NA
ASV_8119,a43_mul1806a1_13,0,a43,NA
ASV_8119,a56_mul1806a1_11,20,a56,NA
ASV_8119,a83_mul1806a1_12,0,a83,NA
ASV_8119,a91_mul1806a1_8,0,a91,NA
ASV_8119,a98_mul1806a1_9,0,a98,NA
ASV_8119,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8119,e105_mul1806a1_14,0,e105,NA
ASV_8119,e110_mul1806a1_17,0,e110,NA
ASV_8119,e117_mul1806a1_16,0,e117,NA
ASV_8119,e17_mul1806a1_18,0,e17,NA
ASV_8119,e25_mul1806a1_15,0,e25,NA
ASV_8119,e53_mul1806a1_20,16,e53,NA
ASV_8119,e62_mul1806a1_19,0,e62,NA
ASV_8119,j16_mul1806a1_5,83,j16,NA
ASV_8119,j18_mul1806a1_2,0,j18,NA
ASV_8119,j21_mul1806a1_4,159,j21,NA
ASV_8119,j23_mul1806a1_3,0,j23,NA
ASV_8119,j27_mul1806a1_6,0,j27,NA
ASV_8119,j46_mul1806a1_7,0,j46,NA
ASV_8119,j64_mul1806a1_1,0,j64,NA
ASV_8119,water1_mul1806a1_26,0,NA,water
ASV_8119,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8119,water4_cou1805a2_28,0,NA,water
ASV_8130,x0035_mul1806a1_24,0,NA,cloacal
ASV_8130,x0041_mul1806a1_22,0,NA,cloacal
ASV_8130,x0045_mul1806a1_23,0,NA,cloacal
ASV_8130,x0064_mul1806a1_21,91,NA,cloacal
ASV_8130,a122_mul1806a1_10,0,a122,NA
ASV_8130,a43_mul1806a1_13,0,a43,NA
ASV_8130,a56_mul1806a1_11,0,a56,NA
ASV_8130,a83_mul1806a1_12,0,a83,NA
ASV_8130,a91_mul1806a1_8,0,a91,NA
ASV_8130,a98_mul1806a1_9,0,a98,NA
ASV_8130,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8130,e105_mul1806a1_14,0,e105,NA
ASV_8130,e110_mul1806a1_17,0,e110,NA
ASV_8130,e117_mul1806a1_16,0,e117,NA
ASV_8130,e17_mul1806a1_18,0,e17,NA
ASV_8130,e25_mul1806a1_15,0,e25,NA
ASV_8130,e53_mul1806a1_20,0,e53,NA
ASV_8130,e62_mul1806a1_19,65,e62,NA
ASV_8130,j16_mul1806a1_5,0,j16,NA
ASV_8130,j18_mul1806a1_2,0,j18,NA
ASV_8130,j21_mul1806a1_4,26,j21,NA
ASV_8130,j23_mul1806a1_3,0,j23,NA
ASV_8130,j27_mul1806a1_6,0,j27,NA
ASV_8130,j46_mul1806a1_7,125,j46,NA
ASV_8130,j64_mul1806a1_1,0,j64,NA
ASV_8130,water1_mul1806a1_26,0,NA,water
ASV_8130,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8130,water4_cou1805a2_28,0,NA,water
ASV_8140,x0035_mul1806a1_24,0,NA,cloacal
ASV_8140,x0041_mul1806a1_22,0,NA,cloacal
ASV_8140,x0045_mul1806a1_23,0,NA,cloacal
ASV_8140,x0064_mul1806a1_21,39,NA,cloacal
ASV_8140,a122_mul1806a1_10,0,a122,NA
ASV_8140,a43_mul1806a1_13,0,a43,NA
ASV_8140,a56_mul1806a1_11,0,a56,NA
ASV_8140,a83_mul1806a1_12,0,a83,NA
ASV_8140,a91_mul1806a1_8,0,a91,NA
ASV_8140,a98_mul1806a1_9,0,a98,NA
ASV_8140,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8140,e105_mul1806a1_14,0,e105,NA
ASV_8140,e110_mul1806a1_17,0,e110,NA
ASV_8140,e117_mul1806a1_16,0,e117,NA
ASV_8140,e17_mul1806a1_18,0,e17,NA
ASV_8140,e25_mul1806a1_15,0,e25,NA
ASV_8140,e53_mul1806a1_20,37,e53,NA
ASV_8140,e62_mul1806a1_19,0,e62,NA
ASV_8140,j16_mul1806a1_5,38,j16,NA
ASV_8140,j18_mul1806a1_2,196,j18,NA
ASV_8140,j21_mul1806a1_4,0,j21,NA
ASV_8140,j23_mul1806a1_3,0,j23,NA
ASV_8140,j27_mul1806a1_6,0,j27,NA
ASV_8140,j46_mul1806a1_7,0,j46,NA
ASV_8140,j64_mul1806a1_1,0,j64,NA
ASV_8140,water1_mul1806a1_26,0,NA,water
ASV_8140,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8140,water4_cou1805a2_28,0,NA,water
ASV_8163,x0035_mul1806a1_24,0,NA,cloacal
ASV_8163,x0041_mul1806a1_22,0,NA,cloacal
ASV_8163,x0045_mul1806a1_23,0,NA,cloacal
ASV_8163,x0064_mul1806a1_21,0,NA,cloacal
ASV_8163,a122_mul1806a1_10,51,a122,NA
ASV_8163,a43_mul1806a1_13,43,a43,NA
ASV_8163,a56_mul1806a1_11,8,a56,NA
ASV_8163,a83_mul1806a1_12,0,a83,NA
ASV_8163,a91_mul1806a1_8,0,a91,NA
ASV_8163,a98_mul1806a1_9,121,a98,NA
ASV_8163,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8163,e105_mul1806a1_14,40,e105,NA
ASV_8163,e110_mul1806a1_17,15,e110,NA
ASV_8163,e117_mul1806a1_16,0,e117,NA
ASV_8163,e17_mul1806a1_18,29,e17,NA
ASV_8163,e25_mul1806a1_15,11,e25,NA
ASV_8163,e53_mul1806a1_20,11,e53,NA
ASV_8163,e62_mul1806a1_19,0,e62,NA
ASV_8163,j16_mul1806a1_5,0,j16,NA
ASV_8163,j18_mul1806a1_2,0,j18,NA
ASV_8163,j21_mul1806a1_4,0,j21,NA
ASV_8163,j23_mul1806a1_3,0,j23,NA
ASV_8163,j27_mul1806a1_6,0,j27,NA
ASV_8163,j46_mul1806a1_7,0,j46,NA
ASV_8163,j64_mul1806a1_1,0,j64,NA
ASV_8163,water1_mul1806a1_26,0,NA,water
ASV_8163,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8163,water4_cou1805a2_28,0,NA,water
ASV_8168,x0035_mul1806a1_24,0,NA,cloacal
ASV_8168,x0041_mul1806a1_22,0,NA,cloacal
ASV_8168,x0045_mul1806a1_23,0,NA,cloacal
ASV_8168,x0064_mul1806a1_21,0,NA,cloacal
ASV_8168,a122_mul1806a1_10,0,a122,NA
ASV_8168,a43_mul1806a1_13,0,a43,NA
ASV_8168,a56_mul1806a1_11,0,a56,NA
ASV_8168,a83_mul1806a1_12,0,a83,NA
ASV_8168,a91_mul1806a1_8,0,a91,NA
ASV_8168,a98_mul1806a1_9,0,a98,NA
ASV_8168,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8168,e105_mul1806a1_14,0,e105,NA
ASV_8168,e110_mul1806a1_17,0,e110,NA
ASV_8168,e117_mul1806a1_16,0,e117,NA
ASV_8168,e17_mul1806a1_18,38,e17,NA
ASV_8168,e25_mul1806a1_15,0,e25,NA
ASV_8168,e53_mul1806a1_20,0,e53,NA
ASV_8168,e62_mul1806a1_19,0,e62,NA
ASV_8168,j16_mul1806a1_5,0,j16,NA
ASV_8168,j18_mul1806a1_2,0,j18,NA
ASV_8168,j21_mul1806a1_4,142,j21,NA
ASV_8168,j23_mul1806a1_3,0,j23,NA
ASV_8168,j27_mul1806a1_6,0,j27,NA
ASV_8168,j46_mul1806a1_7,27,j46,NA
ASV_8168,j64_mul1806a1_1,127,j64,NA
ASV_8168,water1_mul1806a1_26,0,NA,water
ASV_8168,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8168,water4_cou1805a2_28,0,NA,water
ASV_8170,x0035_mul1806a1_24,0,NA,cloacal
ASV_8170,x0041_mul1806a1_22,0,NA,cloacal
ASV_8170,x0045_mul1806a1_23,0,NA,cloacal
ASV_8170,x0064_mul1806a1_21,0,NA,cloacal
ASV_8170,a122_mul1806a1_10,86,a122,NA
ASV_8170,a43_mul1806a1_13,3,a43,NA
ASV_8170,a56_mul1806a1_11,16,a56,NA
ASV_8170,a83_mul1806a1_12,25,a83,NA
ASV_8170,a91_mul1806a1_8,0,a91,NA
ASV_8170,a98_mul1806a1_9,0,a98,NA
ASV_8170,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8170,e105_mul1806a1_14,0,e105,NA
ASV_8170,e110_mul1806a1_17,0,e110,NA
ASV_8170,e117_mul1806a1_16,0,e117,NA
ASV_8170,e17_mul1806a1_18,0,e17,NA
ASV_8170,e25_mul1806a1_15,0,e25,NA
ASV_8170,e53_mul1806a1_20,0,e53,NA
ASV_8170,e62_mul1806a1_19,0,e62,NA
ASV_8170,j16_mul1806a1_5,91,j16,NA
ASV_8170,j18_mul1806a1_2,0,j18,NA
ASV_8170,j21_mul1806a1_4,0,j21,NA
ASV_8170,j23_mul1806a1_3,0,j23,NA
ASV_8170,j27_mul1806a1_6,0,j27,NA
ASV_8170,j46_mul1806a1_7,75,j46,NA
ASV_8170,j64_mul1806a1_1,39,j64,NA
ASV_8170,water1_mul1806a1_26,0,NA,water
ASV_8170,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8170,water4_cou1805a2_28,0,NA,water
ASV_8210,x0035_mul1806a1_24,0,NA,cloacal
ASV_8210,x0041_mul1806a1_22,0,NA,cloacal
ASV_8210,x0045_mul1806a1_23,0,NA,cloacal
ASV_8210,x0064_mul1806a1_21,0,NA,cloacal
ASV_8210,a122_mul1806a1_10,0,a122,NA
ASV_8210,a43_mul1806a1_13,0,a43,NA
ASV_8210,a56_mul1806a1_11,18,a56,NA
ASV_8210,a83_mul1806a1_12,0,a83,NA
ASV_8210,a91_mul1806a1_8,0,a91,NA
ASV_8210,a98_mul1806a1_9,0,a98,NA
ASV_8210,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8210,e105_mul1806a1_14,12,e105,NA
ASV_8210,e110_mul1806a1_17,0,e110,NA
ASV_8210,e117_mul1806a1_16,0,e117,NA
ASV_8210,e17_mul1806a1_18,0,e17,NA
ASV_8210,e25_mul1806a1_15,0,e25,NA
ASV_8210,e53_mul1806a1_20,0,e53,NA
ASV_8210,e62_mul1806a1_19,57,e62,NA
ASV_8210,j16_mul1806a1_5,35,j16,NA
ASV_8210,j18_mul1806a1_2,0,j18,NA
ASV_8210,j21_mul1806a1_4,117,j21,NA
ASV_8210,j23_mul1806a1_3,0,j23,NA
ASV_8210,j27_mul1806a1_6,0,j27,NA
ASV_8210,j46_mul1806a1_7,130,j46,NA
ASV_8210,j64_mul1806a1_1,0,j64,NA
ASV_8210,water1_mul1806a1_26,0,NA,water
ASV_8210,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8210,water4_cou1805a2_28,0,NA,water
ASV_8213,x0035_mul1806a1_24,0,NA,cloacal
ASV_8213,x0041_mul1806a1_22,0,NA,cloacal
ASV_8213,x0045_mul1806a1_23,0,NA,cloacal
ASV_8213,x0064_mul1806a1_21,0,NA,cloacal
ASV_8213,a122_mul1806a1_10,0,a122,NA
ASV_8213,a43_mul1806a1_13,0,a43,NA
ASV_8213,a56_mul1806a1_11,0,a56,NA
ASV_8213,a83_mul1806a1_12,19,a83,NA
ASV_8213,a91_mul1806a1_8,0,a91,NA
ASV_8213,a98_mul1806a1_9,0,a98,NA
ASV_8213,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8213,e105_mul1806a1_14,145,e105,NA
ASV_8213,e110_mul1806a1_17,28,e110,NA
ASV_8213,e117_mul1806a1_16,0,e117,NA
ASV_8213,e17_mul1806a1_18,20,e17,NA
ASV_8213,e25_mul1806a1_15,0,e25,NA
ASV_8213,e53_mul1806a1_20,0,e53,NA
ASV_8213,e62_mul1806a1_19,0,e62,NA
ASV_8213,j16_mul1806a1_5,0,j16,NA
ASV_8213,j18_mul1806a1_2,0,j18,NA
ASV_8213,j21_mul1806a1_4,0,j21,NA
ASV_8213,j23_mul1806a1_3,0,j23,NA
ASV_8213,j27_mul1806a1_6,159,j27,NA
ASV_8213,j46_mul1806a1_7,0,j46,NA
ASV_8213,j64_mul1806a1_1,0,j64,NA
ASV_8213,water1_mul1806a1_26,0,NA,water
ASV_8213,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8213,water4_cou1805a2_28,0,NA,water
ASV_8240,x0035_mul1806a1_24,4,NA,cloacal
ASV_8240,x0041_mul1806a1_22,0,NA,cloacal
ASV_8240,x0045_mul1806a1_23,164,NA,cloacal
ASV_8240,x0064_mul1806a1_21,0,NA,cloacal
ASV_8240,a122_mul1806a1_10,32,a122,NA
ASV_8240,a43_mul1806a1_13,13,a43,NA
ASV_8240,a56_mul1806a1_11,70,a56,NA
ASV_8240,a83_mul1806a1_12,0,a83,NA
ASV_8240,a91_mul1806a1_8,0,a91,NA
ASV_8240,a98_mul1806a1_9,0,a98,NA
ASV_8240,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8240,e105_mul1806a1_14,10,e105,NA
ASV_8240,e110_mul1806a1_17,30,e110,NA
ASV_8240,e117_mul1806a1_16,0,e117,NA
ASV_8240,e17_mul1806a1_18,20,e17,NA
ASV_8240,e25_mul1806a1_15,10,e25,NA
ASV_8240,e53_mul1806a1_20,0,e53,NA
ASV_8240,e62_mul1806a1_19,0,e62,NA
ASV_8240,j16_mul1806a1_5,0,j16,NA
ASV_8240,j18_mul1806a1_2,0,j18,NA
ASV_8240,j21_mul1806a1_4,0,j21,NA
ASV_8240,j23_mul1806a1_3,0,j23,NA
ASV_8240,j27_mul1806a1_6,49,j27,NA
ASV_8240,j46_mul1806a1_7,0,j46,NA
ASV_8240,j64_mul1806a1_1,0,j64,NA
ASV_8240,water1_mul1806a1_26,0,NA,water
ASV_8240,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8240,water4_cou1805a2_28,0,NA,water
ASV_8246,x0035_mul1806a1_24,0,NA,cloacal
ASV_8246,x0041_mul1806a1_22,0,NA,cloacal
ASV_8246,x0045_mul1806a1_23,0,NA,cloacal
ASV_8246,x0064_mul1806a1_21,0,NA,cloacal
ASV_8246,a122_mul1806a1_10,0,a122,NA
ASV_8246,a43_mul1806a1_13,0,a43,NA
ASV_8246,a56_mul1806a1_11,0,a56,NA
ASV_8246,a83_mul1806a1_12,0,a83,NA
ASV_8246,a91_mul1806a1_8,0,a91,NA
ASV_8246,a98_mul1806a1_9,0,a98,NA
ASV_8246,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8246,e105_mul1806a1_14,92,e105,NA
ASV_8246,e110_mul1806a1_17,0,e110,NA
ASV_8246,e117_mul1806a1_16,0,e117,NA
ASV_8246,e17_mul1806a1_18,0,e17,NA
ASV_8246,e25_mul1806a1_15,0,e25,NA
ASV_8246,e53_mul1806a1_20,0,e53,NA
ASV_8246,e62_mul1806a1_19,0,e62,NA
ASV_8246,j16_mul1806a1_5,0,j16,NA
ASV_8246,j18_mul1806a1_2,0,j18,NA
ASV_8246,j21_mul1806a1_4,46,j21,NA
ASV_8246,j23_mul1806a1_3,0,j23,NA
ASV_8246,j27_mul1806a1_6,0,j27,NA
ASV_8246,j46_mul1806a1_7,96,j46,NA
ASV_8246,j64_mul1806a1_1,177,j64,NA
ASV_8246,water1_mul1806a1_26,0,NA,water
ASV_8246,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8246,water4_cou1805a2_28,0,NA,water
ASV_8252,x0035_mul1806a1_24,0,NA,cloacal
ASV_8252,x0041_mul1806a1_22,0,NA,cloacal
ASV_8252,x0045_mul1806a1_23,0,NA,cloacal
ASV_8252,x0064_mul1806a1_21,0,NA,cloacal
ASV_8252,a122_mul1806a1_10,0,a122,NA
ASV_8252,a43_mul1806a1_13,43,a43,NA
ASV_8252,a56_mul1806a1_11,0,a56,NA
ASV_8252,a83_mul1806a1_12,0,a83,NA
ASV_8252,a91_mul1806a1_8,0,a91,NA
ASV_8252,a98_mul1806a1_9,0,a98,NA
ASV_8252,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8252,e105_mul1806a1_14,20,e105,NA
ASV_8252,e110_mul1806a1_17,0,e110,NA
ASV_8252,e117_mul1806a1_16,0,e117,NA
ASV_8252,e17_mul1806a1_18,0,e17,NA
ASV_8252,e25_mul1806a1_15,0,e25,NA
ASV_8252,e53_mul1806a1_20,0,e53,NA
ASV_8252,e62_mul1806a1_19,0,e62,NA
ASV_8252,j16_mul1806a1_5,0,j16,NA
ASV_8252,j18_mul1806a1_2,0,j18,NA
ASV_8252,j21_mul1806a1_4,324,j21,NA
ASV_8252,j23_mul1806a1_3,0,j23,NA
ASV_8252,j27_mul1806a1_6,0,j27,NA
ASV_8252,j46_mul1806a1_7,29,j46,NA
ASV_8252,j64_mul1806a1_1,0,j64,NA
ASV_8252,water1_mul1806a1_26,0,NA,water
ASV_8252,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8252,water4_cou1805a2_28,0,NA,water
ASV_8268,x0035_mul1806a1_24,0,NA,cloacal
ASV_8268,x0041_mul1806a1_22,0,NA,cloacal
ASV_8268,x0045_mul1806a1_23,0,NA,cloacal
ASV_8268,x0064_mul1806a1_21,0,NA,cloacal
ASV_8268,a122_mul1806a1_10,0,a122,NA
ASV_8268,a43_mul1806a1_13,0,a43,NA
ASV_8268,a56_mul1806a1_11,30,a56,NA
ASV_8268,a83_mul1806a1_12,0,a83,NA
ASV_8268,a91_mul1806a1_8,0,a91,NA
ASV_8268,a98_mul1806a1_9,0,a98,NA
ASV_8268,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8268,e105_mul1806a1_14,0,e105,NA
ASV_8268,e110_mul1806a1_17,0,e110,NA
ASV_8268,e117_mul1806a1_16,0,e117,NA
ASV_8268,e17_mul1806a1_18,0,e17,NA
ASV_8268,e25_mul1806a1_15,0,e25,NA
ASV_8268,e53_mul1806a1_20,276,e53,NA
ASV_8268,e62_mul1806a1_19,55,e62,NA
ASV_8268,j16_mul1806a1_5,0,j16,NA
ASV_8268,j18_mul1806a1_2,0,j18,NA
ASV_8268,j21_mul1806a1_4,0,j21,NA
ASV_8268,j23_mul1806a1_3,0,j23,NA
ASV_8268,j27_mul1806a1_6,60,j27,NA
ASV_8268,j46_mul1806a1_7,0,j46,NA
ASV_8268,j64_mul1806a1_1,14,j64,NA
ASV_8268,water1_mul1806a1_26,0,NA,water
ASV_8268,dogsample4_cou1805a2_27,0,NA,dogsample
ASV_8268,water4_cou1805a2_28,0,NA,water
ASV_8281,x0035_mul1806a1_24,0,NA,cloacal
ASV_8281,x0041_mul1806a1_22,0,NA,cloacal
ASV_8281,x0045_mul1806a1_23,0,NA,cloacal
ASV_8281,x0064_mul1806a1_21,0,NA,cloacal
ASV_8281,a122_mul1806a1_10,0,a122,NA
ASV_8281,a43_mul1806a1_13,0,a43,NA
ASV_8281,a56_mul1806a1_11,13,a56,NA
ASV_8281,a83_mul1806a1_12,148,a83,NA
ASV_8281,a91_mul1806a1_8,0,a91,NA
ASV_8281,a98_mul1806a1_9,0,a98,NA
ASV_8281,dogsample1_mul1806a1_25,0,NA,dogsample
ASV_8281,e105_mul1806a1_14,17,e105,NA
ASV_8281,e110_mul1806a1_17,0,e110,NA
ASV_8281,e117_mul1806a1_16,22,e117,NA
ASV_8281,e17_mul1806a1_18,193,e17,NA
ASV_8281,e25_mul1806a1_15,0,e25,NA
ASV_8281,e53_mul1806a1_20,61,e53,NA
ASV_8281,e62_mul1806a1_19,0,e62,NA
ASV_8281,j16_mul1806a1_5,0,j16,NA
ASV_8281,j18_mul1806a1_2,0,j18,NA
ASV_8281,j21_mul1806a1_4,0,j21,NA
ASV_8281,j23_mul1806a1_3,0,j23,NA
ASV_8281,j27_mul1806a1_6,0,j27,NA
ASV_8281,j46_mul1806a1_7,0,j46,NA
ASV_8281,j64_mul1806a1_1,0,j64,NA
